MAG,Domain,Phylum,Class,Order,Family,Genus,Species
Sg_SRR29635776_bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,JARJMX02,Unassigned
Sg_SRR29635776_bin.3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,Unassigned
Sg_SRR29635776_bin.4,Bacteria,Patescibacteria,Microgenomatia,UBA10105,UBA927,Unassigned,Unassigned
Sg_SRR29635778_bin.1,Bacteria,Acidobacteriota,UBA4820,UBA4820,DSQY01,Unassigned,Unassigned
Sg_SRR29635778_bin.13,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,DYJK01,Unassigned
Sg_SRR29635778_bin.2,Bacteria,UBA9089,CG2-30-40-21,CG2-30-40-21,SBAY01,Unassigned,Unassigned
Sg_SRR29635778_bin.4,Bacteria,Patescibacteria,Microgenomatia,PFEM01,Unassigned,Unassigned,Unassigned
Sg_SRR29635778_bin.5,Bacteria,UBA9089,UBA9088,UBA9088,UBA9088,Unassigned,Unassigned
Sg_SRR29635778_bin.6,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,JAAYVI01,JAAYVI01 sp012517235
Sg_SRR29635778_bin.8,Bacteria,Patescibacteria,Microgenomatia,UBA1406,GWC2-37-13,Unassigned,Unassigned
Sg_SRR29635778_bin.9,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,Unassigned,Unassigned
Sg_SRR29635779_bin.10,Bacteria,Elusimicrobiota,UBA8919,UBA8919,UBA8919,Unassigned,Unassigned
Sg_SRR29635779_bin.11,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,SURF-52,Unassigned
Sg_SRR29635779_bin.13,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,SURF-10,Unassigned
Sg_SRR29635779_bin.14,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
Sg_SRR29635779_bin.17,Bacteria,UBA9089,CG2-30-40-21,CG2-30-40-21,SBAY01,Unassigned,Unassigned
Sg_SRR29635779_bin.18,Bacteria,Bacillota,JACIYH01,JACIYH01,JACIYH01,JACIYH01,JACIYH01 sp030019365
Sg_SRR29635779_bin.19,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus,Thiobacillus sp021811235
Sg_SRR29635779_bin.2,Bacteria,Chloroflexota,Anaerolineae,UBA4142,UBA4142,VGOB01,Unassigned
Sg_SRR29635779_bin.20,Bacteria,Patescibacteria,Paceibacteria,CAIUEV01,CAIUEV01,Unassigned,Unassigned
Sg_SRR29635779_bin.21,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,UBA5796,Unassigned
Sg_SRR29635779_bin.22,Bacteria,Fibrobacterota,OXYB2-FULL-49-7,Unassigned,Unassigned,Unassigned,Unassigned
Sg_SRR29635779_bin.23,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus,Unassigned
Sg_SRR29635779_bin.25,Bacteria,Desulfobacterota,QYQD01,QYQD01,QYQD01,QYQD01,Unassigned
Sg_SRR29635779_bin.26,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,VGSG01,Unassigned
Sg_SRR29635779_bin.27,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,Unassigned,Unassigned
Sg_SRR29635779_bin.29,Bacteria,Patescibacteria,Microgenomatia,UBA1400,CG1-02-47-37,Unassigned,Unassigned
Sg_SRR29635779_bin.3,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,Unassigned,Unassigned
Sg_SRR29635779_bin.30,Bacteria,Zixibacteria,MSB-5A5,GN15,PGXB01,DYGG01,Unassigned
Sg_SRR29635779_bin.31,Bacteria,Elusimicrobiota,Endomicrobiia,CG1-02-37-114,Unassigned,Unassigned,Unassigned
Sg_SRR29635779_bin.32,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosudaceae,Unassigned,Unassigned
Sg_SRR29635779_bin.33,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,JAFGMW01,Unassigned
Sg_SRR29635779_bin.35,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,RBG-16-57-11,RBG-16-57-11 sp020060465
Sg_SRR29635779_bin.37,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned
Sg_SRR29635779_bin.38,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,Fen-1342,JAGVEP01,Unassigned
Sg_SRR29635779_bin.39,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,UBA6814,Unassigned
Sg_SRR29635779_bin.40,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,Unassigned,Unassigned
Sg_SRR29635779_bin.42,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Nap2-2B,Unassigned,Unassigned
Sg_SRR29635779_bin.43,Bacteria,Patescibacteria,Microgenomatia,UBA1406,GWC2-37-13,GWC2-37-13,Unassigned
Sg_SRR29635779_bin.44,Bacteria,Auribacterota,Auribacteria,Auribacterales,Auribacteraceae,Auribacter,Auribacter fodinae
Sg_SRR29635779_bin.45,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,DYJK01,Unassigned
Sg_SRR29635779_bin.46,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,Bipolaricaulis,Bipolaricaulis sp020062805
Sg_SRR29635779_bin.49,Bacteria,Edwardsbacteria,AC1,Unassigned,Unassigned,Unassigned,Unassigned
Sg_SRR29635779_bin.5,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,JASEEX01,Unassigned
Sg_SRR29635779_bin.50,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,Unassigned,Unassigned
Sg_SRR29635779_bin.51,Bacteria,JAAXVQ01,JAAXVQ01,JAAXVQ01,JAAXVQ01,JAUXBQ01,Unassigned
Sg_SRR29635779_bin.7,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,PFJX01,Unassigned
Sg_SRR29635779_bin.8,Bacteria,Acidobacteriota,UBA4820,UBA4820,DSQY01,Unassigned,Unassigned
Sg_SRR29635779_bin.9,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,UBA2029,Unassigned
Sg_SRR29635780_bin.1,Bacteria,Bacteroidota,Bacteroidia,B-17B0,B-17BO,BPGX01,Unassigned
Sg_SRR29635780_bin.11,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,Defluviilinea,Defluviilinea sp020723805
Sg_SRR29635780_bin.12,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caldimonas,Caldimonas aquatica
Sg_SRR29635780_bin.4,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Unassigned,Unassigned
Sg_SRR5279630_bin.1,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA5559,Unassigned
Sg_SRR5279630_bin.10,Bacteria,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Metalachnospira,Unassigned
Sg_SRR5279630_bin.2,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Fusibacter_A,Fusibacter_A sp002452745
Sg_SRR5279630_bin.3,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp003260995
Sg_SRR5279631_bin.1,Bacteria,Synergistota,Synergistia,Synergistales,Dethiosulfovibrionaceae,Dethiosulfovibrio,Dethiosulfovibrio russensis
Sg_SRR5279631_bin.10,Bacteria,Bacillota,Clostridia,SK-Y3,Unassigned,Unassigned,Unassigned
Sg_SRR5279631_bin.2,Bacteria,Bacillota,Clostridia,Eubacteriales,Alkalibacteraceae,Alkalibacter,Alkalibacter sp003446375
Sg_SRR5279631_bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella chilikensis
Sg_SRR5279631_bin.8,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Geovibrio,Geovibrio sp001603805
Sg_SRR5352271_bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae
Sg_SRR5352271_bin.2,Bacteria,Bacillota,Desulfotomaculia,Ammonifexales,UBA12532,UBA12532,UBA12532 sp003445475
Sg_SRR5352272_bin.2,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Unassigned
Sg_SRR5352272_bin.4,Bacteria,Bacillota,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,50-218,Unassigned
Sg_SRR6186653_bin.1,Bacteria,Bacillota,Clostridia,Ch29,Ch29,Ch29,Ch29 sp013540605
Sg_SRR6186653_bin.13,Bacteria,Bacillota,SHA-98,Ch115,Ch115,Ch115,Ch115 sp013178415
Sg_SRR6186653_bin.15,Bacteria,Patescibacteria,Microgenomatia,GWA2-44-7,UBA8517,Ch104c,Ch104c sp013374855
Sg_SRR6186653_bin.16,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tenuifilaceae,Perlabentimonas,Unassigned
Sg_SRR6186653_bin.17,Bacteria,Hinthialibacterota,Hinthialibacteria,Hinthialibacterales,Hinthialibacteraceae,JABLXU01,JABLXU01 sp013177805
Sg_SRR6186653_bin.18,Bacteria,Bacillota,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Ch130,Ch130 sp013177945
Sg_SRR6186653_bin.19,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,DYEC01,Unassigned
Sg_SRR6186653_bin.2,Bacteria,Bacteroidota,Ignavibacteria,Ch128b,Ch128b,Ch128b,Ch128b sp013177855
Sg_SRR6186653_bin.20,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,PHBD01,PHBD01,PHBD01 sp013177825
Sg_SRR6186653_bin.23,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,SYBY01,SYBY01 sp024666565
Sg_SRR6186653_bin.25,Bacteria,Bacillota,Peptococcia,DRI-13,DRI-13,PHAD01,Unassigned
Sg_SRR6186653_bin.26,Bacteria,Bacillota,Ch66,Ch66,Ch66,Unassigned,Unassigned
Sg_SRR6186653_bin.28,Bacteria,Chloroflexota,FW602-bin22,FW602-bin22,Unassigned,Unassigned,Unassigned
Sg_SRR6186653_bin.3,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,JABLWY01,JABLWY01 sp013178255
Sg_SRR6186653_bin.30,Bacteria,Patescibacteria,Microgenomatia,GWA2-44-7,UBA8517,UBA1430,UBA1430 sp013374835
Sg_SRR6186653_bin.31,Bacteria,Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophothermaceae,Syntrophothermus,Syntrophothermus lipocalidus
Sg_SRR6186653_bin.32,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UBA4823,Unassigned
Sg_SRR6186653_bin.34,Bacteria,Bacillota,JACIYH01,JACIYH01,JACIYH01,Unassigned,Unassigned
Sg_SRR6186653_bin.36,Bacteria,Bacillota,JABLXB01,JABLXB01,JABLXB01,JABLXB01,JABLXB01 sp013178305
Sg_SRR6186653_bin.37,Bacteria,Bacillota,Thermosediminibacteria,Koleobacterales,Koleobacteraceae,Koleobacter,Koleobacter methoxysyntrophicus
Sg_SRR6186653_bin.39,Bacteria,Chloroflexota,Anaerolineae,Unassigned,Unassigned,Unassigned,Unassigned
Sg_SRR6186653_bin.4,Bacteria,Bacillota,SHA-98,Ch115,Ch115,DUSO01,Unassigned
Sg_SRR6186653_bin.40,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Pelolinea sp013178095
Sg_SRR6186653_bin.41,Bacteria,Bacteroidota,Kapaibacteriia,Kapaibacteriales,UBA2268,Naka2016,Naka2016 sp003731655
Sg_SRR6186653_bin.42,Bacteria,Bacillota,Limnochordia,Limnochordales,Bu05,Bu05,Unassigned
Sg_SRR6186653_bin.43,Bacteria,Chloroflexota,UBA6077,UBA6077,UBA6077,UBA6077,Unassigned
Sg_SRR6186653_bin.45,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Saccharicenantaceae,Saccharicenans,Saccharicenans sp013178315
Sg_SRR6186653_bin.46,Bacteria,Bacillota,JACIYH01,JACIYH01,JACIYH01,Unassigned,Unassigned
Sg_SRR6186653_bin.47,Bacteria,Spirochaetota,Brevinematia,Brevinematales,Thermospiraceae,Thermospira,Thermospira sp013177995
Sg_SRR6186653_bin.48,Bacteria,Bacillota,Ch66,Ch66,Ch66,Ch66,Ch66 sp013178045
Sg_SRR6186653_bin.5,Bacteria,Bacillota,Limnochordia,Limnochordales,Bu05,Bu05,Unassigned
Sg_SRR6186653_bin.51,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Ch132,Ch132 sp013178185
Sg_SRR6186653_bin.52,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,Pelotomaculum,Pelotomaculum thermopropionicum
Sg_SRR6186653_bin.53,Bacteria,Atribacterota,Atribacteria,Atribacterales,Caldatribacteriaceae,JABUEZ01,JABUEZ01 sp013314795
Sg_SRR6186653_bin.54,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermanaerothrix,Unassigned
Sg_SRR6186653_bin.56,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,Pelotomaculum_B,Unassigned
Sg_SRR6186653_bin.57,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JANWVO01,Unassigned
Sg_SRR6186653_bin.58,Bacteria,Chloroflexota,Anaerolineae,SpSt-313,SpSt-313,JAKPJZ01,Unassigned
Sg_SRR6186653_bin.6,Bacteria,Armatimonadota,HRBIN16,HRBIN16,HRBIN16,HRBIN16,HRBIN16 sp013314755
Sg_SRR6186653_bin.61,Bacteria,Bacillota,DTU015,DTU015,DTU015,DULV01,DULV01 sp012840505
Sg_SRR6186653_bin.62,Bacteria,Patescibacteria,Microgenomatia,UBA1400,Chazhemtobacteraceae,Chazhemtobacterium,Chazhemtobacterium aquaticus
Sg_SRR6186653_bin.63,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium pennivorans_A
Sg_SRR6186653_bin.64,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,Ch27,Ch27 sp013178165
Sg_SRR6186653_bin.65,Bacteria,Spirochaetota,Brevinematia,Brevinematales,GWF1-51-8,GWF1-51-8,GWF1-51-8 sp013177895
Sg_SRR6186653_bin.68,Bacteria,Bacillota,DUMF01,DUMF01,DUMF01,Unassigned,Unassigned
Sg_SRR6186653_bin.69,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,UBA2192,UBA2192,UBA2192 sp013177795
Sg_SRR6186653_bin.70,Bacteria,Bacillota,DTU015,DTU015,DUSS01,DUSS01,DUSS01 sp012842495
Sg_SRR6186653_bin.72,Bacteria,WOR-3,WOR-3,UBA2258,UBA2258,JABLXZ01,JABLXZ01 sp013177935
Sg_SRR6186653_bin.73,Bacteria,Riflebacteria,Ozemobacteria,Ozemobacterales,Ozemobacteraceae,Rifleibacterium,Rifleibacterium amylolyticum
Sg_SRR6186653_bin.74,Bacteria,Chloroflexota,Anaerolineae,DRVO01,DRVO01,Ch71,Ch71 sp013178015
Sg_SRR6186653_bin.75,Bacteria,Bacillota,Peptococcia,DRI-13,DRI-13,Unassigned,Unassigned
Sg_SRR6186653_bin.76,Bacteria,Armatimonadota,UBA5377,UBA5377,JABUFB01,JABUFB01,JABUFB01 sp013314775
Sg_SRR6186653_bin.77,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Ch10,Ch10 sp013178295
Sg_SRR6186653_bin.78,Bacteria,Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,UBA5314,Unassigned
Sg_SRR6186653_bin.79,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,Unassigned,Unassigned
Sg_SRR6186653_bin.8,Bacteria,Bacillota,Moorellia,Moorellales,SLTJ01,JACIYD01,JACIYD01 sp014360105
Sg_SRR6186653_bin.80,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,Bipolaricaulis,Bipolaricaulis sibiricus
Sg_SRR6186653_bin.81,Bacteria,Chloroflexota,Anaerolineae,4572-78,NAK82,Unassigned,Unassigned
Sg_SRR6186653_bin.83,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,JABLXM01,JABLXM01 sp013177815
Sg_SRR6186653_bin.84,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,DYGX01,DYGX01 sp020724465
Sg_SRR6186653_bin.85,Bacteria,Bacillota,Ch66,Ch66,Ch109,Ch109,Ch109 sp013178275
Sg_SRR6186653_bin.86,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,SpSt-1165 sp013314735
Sg_SRR6186653_bin.87,Bacteria,Acidobacteriota,Thermoanaerobaculia,Multivoradales,UBA5704,Unassigned,Unassigned
Sg_SRR6186653_bin.88,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,B-1AR,Ch128a,Ch128a sp013348845
Sg_SRR6186653_bin.89,Bacteria,Actinomycetota,Geothermincolia,Geothermincolales,RBG-13-55-18,Solincola_B,Solincola_B sp013178005
Sg_SRR6186653_bin.9,Bacteria,Bacillota,JACIYH01,JACIYH01,JACIYH01,Unassigned,Unassigned
Sg_SRR6186653_bin.90,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,Ch67,Ch67 sp013178375
Sg_SRR6186653_bin.91,Bacteria,Armatimonadota,UBA5377,UBA5377,JABLXH01,JABLXH01,JABLXH01 sp013178155
Sg_SRR6186653_bin.92,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,LD21,LD21 sp013314865
Sg_SRR6186653_bin.95,Bacteria,Bacillota,Moorellia,Moorellales,Moorellaceae,JAAYGJ01,Unassigned
Sg_SRR6186653_bin.96,Bacteria,Bacillota,SHA-98,Ch115,JABLXJ01,JABLXL01,JABLXL01 sp013178125
Sg_SRR6186653_bin.98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GWA2-32-17,Ch61,Ch61 sp013314715
Sg_SRR6516019_bin.1,Bacteria,Patescibacteria,ABY1,BM507,VMTK01,VMTK01,VMTK01 sp013791585
Sg_SRR6516019_bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax sp013791765
Sg_SRR6516019_bin.5,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionicimonas,Propionicimonas sp013791955
Sg_SRR6516019_bin.9,Bacteria,Patescibacteria,Microgenomatia,Levybacterales,UBA12049,JAHIGH01,JAHIGH01 sp018900295
Sg_SRR6976411_bin.10,Bacteria,Patescibacteria,Paceibacteria,RBG-13-40-8-A,RBG-13-40-8-A,JAHJST01,JAHJST01 sp018829905
Sg_SRR6976411_bin.16,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp013791885
Sg_SRR6976411_bin.17,Bacteria,CG03,CG03,CG03,CG03,CG03,CG03 sp013791675
Sg_SRR6976411_bin.19,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA2103,C7867-001,Unassigned
Sg_SRR6976411_bin.2,Bacteria,Omnitrophota,Koll11,JAFGHF01,JAFGHF01,JAHIIS01,JAHIIS01 sp018899075
Sg_SRR6976411_bin.20,Bacteria,CG03,CG03,CG03,CG03,CG03,CG03 sp013791745
Sg_SRR6976411_bin.21,Bacteria,Omnitrophota,Koll11,Gygaellales,Profunditerraquicolaceae,JAHIOW01,JAHIOW01 sp018895075
Sg_SRR6976411_bin.23,Bacteria,Patescibacteria,Microgenomatia,UBA12405,UBA12405,JAHIEZ01,JAHIEZ01 sp018901355
Sg_SRR6976411_bin.27,Bacteria,Patescibacteria,Paceibacteria,UBA9973,21-14-all-36-13,VMGX01,VMGX01 sp018899555
Sg_SRR6976411_bin.3,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,PEYH01,PEYH01,PEYH01 sp018900835
Sg_SRR6976411_bin.36,Bacteria,Patescibacteria,Microgenomatia,UBA1406,GWC2-37-13,GWC2-37-13,Unassigned
Sg_SRR6976411_bin.37,Bacteria,Omnitrophota,Koll11,Gorgyraeales,Gorgyraeaceae,JAHIEN01,JAHIEN01 sp018901615
Sg_SRR6976411_bin.38,Bacteria,Patescibacteria,Microgenomatia,PFEM01,JAHIFH01,JAHIFH01,JAHIFH01 sp018900995
Sg_SRR6976411_bin.43,Bacteria,Atribacterota,JS1,SB-45,34-128,34-128,34-128 sp018819665
Sg_SRR6976411_bin.45,Bacteria,Patescibacteria,Paceibacteria,Portnoybacterales,GWB1-42-6,UBA8475,Unassigned
Sg_SRR6976411_bin.6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA6244,Unassigned
Sg_SRR6976411_bin.7,Bacteria,Omnitrophota,Koll11,Gygaellales,Profunditerraquicolaceae,UBA1562,Unassigned
Sg_SRR7102746_bin.10,Bacteria,Bacteroidota,UBA10030,UBA10030,BY39,BY39,BY39 sp003327435
Sg_SRR7102746_bin.12,Bacteria,Bacillota,Desulfotomaculia,Ammonifexales,DYER01,DYER01,DYER01 sp020725605
Sg_SRR7102746_bin.13,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,DYFC01,DYFC01 sp020725385
Sg_SRR7102746_bin.14,Bacteria,Chloroflexota,Anaerolineae,SpSt-313,SpSt-313,SpSt-313,SpSt-313 sp020725765
Sg_SRR7102746_bin.15,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,UBA3102,Unassigned
Sg_SRR7102746_bin.18,Bacteria,Actinomycetota,Geothermincolia,Geothermincolales,RBG-13-55-18,Solincola_A,Solincola_A sp030019255
Sg_SRR7102746_bin.2,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca,Desulfobacca sp020725545
Sg_SRR7102746_bin.20,Bacteria,Elusimicrobiota,Endomicrobiia,PHAN01,PHAN01,Unassigned,Unassigned
Sg_SRR7102746_bin.21,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,DYGX01,DYGX01 sp020725705
Sg_SRR7102746_bin.22,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,Sumerlaea chitinivorans
Sg_SRR7102746_bin.24,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA2174_A,SpSt-501,SpSt-501 sp020725555
Sg_SRR7102746_bin.26,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Saccharicenantaceae,Saccharicenans,Saccharicenans subterraneum
Sg_SRR7102746_bin.27,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UBA4823,Unassigned
Sg_SRR7102746_bin.29,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Nap2-2B,JAIMBK01,JAIMBK01 sp020725585
Sg_SRR7102746_bin.3,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,DSXF01,DSXF01 sp019873735
Sg_SRR7102746_bin.30,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,Bellilinea sp003448875
Sg_SRR7102746_bin.31,Bacteria,Bacillota,UBA5301,DYFA01,DYFA01,DYFA01,DYFA01 sp020725425
Sg_SRR7102746_bin.32,Bacteria,Bacillota,Desulfotomaculia,Desulfotomaculales,Desulfovirgulaceae,Desulfofundulus,Desulfofundulus sp020725525
Sg_SRR7102746_bin.33,Bacteria,Bacillota,DUSP01,DUSP01,DYEP01,DYEP01,DYEP01 sp020725675
Sg_SRR7102746_bin.34,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,NAK19,NAK19 sp003327455
Sg_SRR7102746_bin.35,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,DYEC01,DYEC01 sp020725865
Sg_SRR7102746_bin.4,Bacteria,Actinomycetota,Coriobacteriia,Anaerosomatales,Anaerosomataceae,Parvivirga,Parvivirga sp020725885
Sg_SRR7102746_bin.5,Bacteria,Riflebacteria,Ozemobacteria,Ozemobacterales,Ozemobacteraceae,Ozemobacter,Ozemobacter sibiricus
Sg_SRR7102746_bin.6,Bacteria,Bacillota,Desulfotomaculia,Ammonifexales,Desulforudaceae,Desulforudis,Desulforudis audaxviator
Sg_SRR7102746_bin.7,Bacteria,Actinomycetota,Geothermincolia,Geothermincolales,RBG-13-55-18,Solincola_B,Solincola_B sp013178005
Sg_SRR7102746_bin.8,Bacteria,Bacillota,UBA995,UBA995,UBA9673,DYFB01,DYFB01 sp020725405
Sg_SRR7102746_bin.9,Bacteria,Myxococcota,SpSt-1050,SpSt-1050,SpSt-1050,SpSt-1050,SpSt-1050 sp020725805
Sg_SRR7193715_bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,Hoeflea sp019084245
Sg_SRR7193715_bin.10,Bacteria,Bacillota,Desulfotomaculia,Ammonifexales,Desulforudaceae,SURF-60,SURF-60 sp019084485
Sg_SRR7193715_bin.11,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA12079,JAHITU01,Unassigned
Sg_SRR7193715_bin.2,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio aespoeensis
Sg_SRR7193715_bin.4,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,Trichloromonas,Unassigned
Sg_SRR7193715_bin.5,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatitalea,Unassigned
Sg_SRR7193715_bin.6,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium sp018902545
Sg_SRR7193715_bin.7,Bacteria,Bacillota,Bacilli_A,Erysipelotrichales,Erysipelotrichaceae,UBA2227,Unassigned
Sg_SRR7193715_bin.8,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,SURF-10,SURF-10 sp018902755
Sg_SRR7193715_bin.9,Bacteria,Bacillota,Clostridia,Tissierellales,Dethiosulfatibacteraceae,Nov-38,38-11 sp019084435
Sg_SRR7517649_bin.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp003020075
